class,subject,LTminutes,LThour,LT2to5h,LTabove5h,L1,L2,L3,L4,coursebook,notebook,notebooks,apps,websites,flashards,books,prosGoodMark,prosInterest,prosPositivMark,prosJoy,prosJob,prosStudies,badWellBeing,busySchedule,hatred,entertainment,socialLife,attitude,determination,goodSchedule,goodScheduleLearn,joyResignation,teacher,questions,grade,gradeEvaluation,motivationAfter,actualMotivation,sex
trzeciej,maturalny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieNie,dst,nizsza,bezZmian,1,M
pierwszej,maturalny,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,prawidlowyPrzebieg,nieNie,db,dokladnie,chcePracowac,4,M
pierwszej,maturalny,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,brakUwagi,nieNie,bdb,wyzsza,bezZmian,2,M
pierwszej,maturalny,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,pilnowal,nieNie,dst,nizsza,lekkoMaleje,2,M
pierwszej,maturalny,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,brakUwagi,takTak,cel,dokladnie,chcePracowac,2,K
pierwszej,maturalny,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoRosnie,2,M
pierwszej,maturalny,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,prawidlowyPrzebieg,takTak,ndst,nizsza,chcePracowac,4,M
pierwszej,maturalny,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,prawidlowyPrzebieg,nieTak,dst,nizsza,mocnoMaleje,2,K
pierwszej,inny,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pilnowal,nieTak,ndst,dokladnie,mocnoRosnie,3,K
pierwszej,maturalny,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,prawidlowyPrzebieg,takTak,db,nizsza,chcePracowac,3,K
pierwszej,maturalny,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,pilnowal,nieTak,db,nizsza,chcePracowac,3,K
pierwszej,maturalny,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,prawidlowyPrzebieg,nieNie,cel,wyzsza,chcePracowac,3,M
pierwszej,maturalny,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,prawidlowyPrzebieg,nieNie,bdb,wyzsza,chcePracowac,3,M
pierwszej,maturalny,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,pilnowal,nieNie,bdb,wyzsza,bezZmian,4,M
pierwszej,maturalny,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,dop,nizsza,mocnoRosnie,3,K
pierwszej,maturalny,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieNie,dst,nizsza,mocnoMaleje,1,K
pierwszej,maturalny,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,pilnowal,nieNie,cel,wyzsza,mocnoRosnie,4,M
pierwszej,inny,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,pilnowal,nieTak,dst,nizsza,lekkoMaleje,2,K
pierwszej,inny,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,brakUwagi,takTak,bdb,dokladnie,bezZmian,2,K
pierwszej,maturalny,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,pilnowal,takTak,dst,dokladnie,bezZmian,3,M
pierwszej,inny,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,pilnowal,nieTak,dop,dokladnie,mocnoRosnie,3,K
pierwszej,maturalny,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,brakUwagi,takNie,dop,nizsza,lekkoMaleje,3,K
pierwszej,inny,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,pilnowal,nieTak,dop,nizsza,lekkoMaleje,2,K
pierwszej,maturalny,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,brakUwagi,nieNie,cel,dokladnie,bezZmian,1,K
pierwszej,maturalny,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,prawidlowyPrzebieg,nieTak,ndst,nizsza,lekkoMaleje,2,M
pierwszej,maturalny,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,prawidlowyPrzebieg,nieTak,dop,nizsza,mocnoMaleje,2,K
pierwszej,maturalny,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,ndst,nizsza,bezZmian,2,K
pierwszej,inny,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,prawidlowyPrzebieg,takTak,dst,nizsza,mocnoMaleje,2,BO
pierwszej,maturalny,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,brakUwagi,takTak,db,wyzsza,bezZmian,3,BO
pierwszej,inny,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,prawidlowyPrzebieg,takNie,dst,nizsza,mocnoMaleje,1,K
pierwszej,inny,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,pilnowal,takNie,dst,wyzsza,mocnoMaleje,1,K
pierwszej,maturalny,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,prawidlowyPrzebieg,takNie,dop,nizsza,mocnoMaleje,1,BO
pierwszej,inny,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,prawidlowyPrzebieg,takTak,db,nizsza,chcePracowac,3,BO
drugiej,zawodowy,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,pilnowal,takTak,dop,wyzsza,mocnoMaleje,3,M
pierwszej,maturalny,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,pilnowal,nieNie,bdb,dokladnie,mocnoRosnie,5,BO
pierwszej,maturalny,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,pilnowal,nieTak,dop,wyzsza,mocnoRosnie,4,M
drugiej,inny,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,takNie,dop,nizsza,mocnoMaleje,1,K
drugiej,inny,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieNie,db,wyzsza,bezZmian,2,K
trzeciej,maturalny,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,prawidlowyPrzebieg,takTak,dst,nizsza,mocnoMaleje,3,K
trzeciej,zawodowy,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,pilnowal,nieTak,db,dokladnie,chcePracowac,1,K
pierwszej,inny,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,bezZmian,3,K
drugiej,inny,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,prawidlowyPrzebieg,takNie,dop,nizsza,mocnoMaleje,3,K
trzeciej,maturalny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brakUwagi,takNie,ndst,nizsza,mocnoMaleje,1,M
drugiej,maturalny,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,prawidlowyPrzebieg,takNie,ndst,nizsza,mocnoMaleje,2,K
pierwszej,inny,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pilnowal,nieNie,bdb,dokladnie,mocnoRosnie,3,BO
drugiej,maturalny,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,pilnowal,takNie,ndst,nizsza,mocnoMaleje,1,K
pierwszej,maturalny,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,prawidlowyPrzebieg,takNie,db,nizsza,mocnoRosnie,4,M
trzeciej,zawodowy,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,prawidlowyPrzebieg,nieNie,db,dokladnie,bezZmian,3,K
trzeciej,maturalny,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,pilnowal,takTak,cel,wyzsza,mocnoRosnie,1,BO
trzeciej,maturalny,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,brakUwagi,takNie,cel,dokladnie,bezZmian,1,M
drugiej,maturalny,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,prawidlowyPrzebieg,takTak,dst,dokladnie,chcePracowac,2,K
pierwszej,maturalny,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,prawidlowyPrzebieg,takTak,db,nizsza,mocnoMaleje,4,M
trzeciej,inny,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,prawidlowyPrzebieg,nieTak,dst,nizsza,lekkoMaleje,2,M
drugiej,inny,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,brakUwagi,takNie,dop,nizsza,mocnoMaleje,3,K
pierwszej,inny,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,brakUwagi,nieNie,db,nizsza,chcePracowac,4,M
pierwszej,maturalny,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,prawidlowyPrzebieg,nieNie,dst,dokladnie,chcePracowac,3,BO
drugiej,zawodowy,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,prawidlowyPrzebieg,takTak,db,wyzsza,chcePracowac,3,K
drugiej,inny,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,pilnowal,takNie,ndst,nizsza,mocnoMaleje,1,M
drugiej,maturalny,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,pilnowal,nieNie,db,wyzsza,mocnoMaleje,2,M
drugiej,inny,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,prawidlowyPrzebieg,takNie,ndst,nizsza,mocnoMaleje,1,K
trzeciej,maturalny,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,prawidlowyPrzebieg,nieNie,dst,wyzsza,chcePracowac,3,K
pierwszej,inny,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,brakUwagi,takTak,db,nizsza,bezZmian,2,K
pierwszej,inny,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,brakUwagi,takTak,db,nizsza,lekkoMaleje,1,K
drugiej,zawodowy,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,brakUwagi,takTak,db,wyzsza,lekkoMaleje,5,BO
trzeciej,maturalny,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,prawidlowyPrzebieg,takNie,ndst,nizsza,lekkoMaleje,2,K
pierwszej,inny,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,brakUwagi,nieTak,dst,wyzsza,bezZmian,3,K
drugiej,maturalny,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,prawidlowyPrzebieg,takNie,ndst,nizsza,lekkoMaleje,3,K
pierwszej,maturalny,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,prawidlowyPrzebieg,nieTak,ndst,nizsza,mocnoMaleje,3,M
drugiej,maturalny,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,prawidlowyPrzebieg,nieNie,ndst,nizsza,mocnoMaleje,1,M
pierwszej,inny,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieNie,dop,dokladnie,lekkoMaleje,1,M
trzeciej,maturalny,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,brakUwagi,takTak,db,nizsza,chcePracowac,3,K
drugiej,maturalny,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,pilnowal,nieNie,cel,dokladnie,mocnoRosnie,4,K
drugiej,inny,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,brakUwagi,takNie,db,dokladnie,bezZmian,2,M
trzeciej,inny,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,pilnowal,takNie,dop,nizsza,lekkoMaleje,2,K
pierwszej,zawodowy,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,pilnowal,nieNie,bdb,dokladnie,bezZmian,3,K
pierwszej,inny,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,pilnowal,nieTak,dop,nizsza,bezZmian,3,M
drugiej,inny,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,prawidlowyPrzebieg,takNie,ndst,nizsza,mocnoMaleje,3,K
drugiej,inny,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,pilnowal,takNie,ndst,nizsza,mocnoMaleje,1,K
pierwszej,zawodowy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,dst,nizsza,bezZmian,3,M
drugiej,inny,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,pilnowal,nieNie,dst,dokladnie,bezZmian,1,K
trzeciej,inny,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,prawidlowyPrzebieg,nieTak,dst,dokladnie,bezZmian,3,K
pierwszej,inny,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieNie,db,nizsza,chcePracowac,3,K
pierwszej,maturalny,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,prawidlowyPrzebieg,nieTak,dop,nizsza,chcePracowac,2,M
pierwszej,maturalny,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,pilnowal,takNie,dop,nizsza,mocnoMaleje,1,BO
drugiej,maturalny,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,pilnowal,nieNie,bdb,dokladnie,bezZmian,2,M
trzeciej,maturalny,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,prawidlowyPrzebieg,takTak,db,nizsza,mocnoMaleje,3,K
pierwszej,inny,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,prawidlowyPrzebieg,nieNie,db,dokladnie,chcePracowac,3,K
drugiej,inny,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,pilnowal,takTak,ndst,dokladnie,bezZmian,1,BO
drugiej,inny,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,prawidlowyPrzebieg,takTak,bdb,wyzsza,chcePracowac,3,M
trzeciej,maturalny,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,prawidlowyPrzebieg,nieNie,ndst,nizsza,mocnoMaleje,4,K
trzeciej,maturalny,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,prawidlowyPrzebieg,takNie,ndst,nizsza,lekkoMaleje,2,M
trzeciej,maturalny,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,prawidlowyPrzebieg,nieTak,db,nizsza,mocnoMaleje,4,K
drugiej,zawodowy,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,prawidlowyPrzebieg,takTak,dst,wyzsza,bezZmian,1,M
drugiej,maturalny,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,pilnowal,takNie,ndst,nizsza,mocnoMaleje,3,K
trzeciej,zawodowy,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,prawidlowyPrzebieg,nieNie,bdb,wyzsza,chcePracowac,3,BO
trzeciej,inny,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,pilnowal,takNie,ndst,dokladnie,bezZmian,1,M
trzeciej,inny,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,prawidlowyPrzebieg,nieNie,bdb,dokladnie,mocnoMaleje,1,M
pierwszej,inny,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieNie,cel,dokladnie,bezZmian,1,K
trzeciej,maturalny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,brakUwagi,nieNie,cel,dokladnie,bezZmian,1,M
drugiej,inny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,pilnowal,takTak,dst,dokladnie,mocnoMaleje,1,M
drugiej,inny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,prawidlowyPrzebieg,nieTak,dst,dokladnie,mocnoMaleje,2,M
pierwszej,zawodowy,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,pilnowal,takTak,db,dokladnie,bezZmian,2,M
drugiej,maturalny,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,pilnowal,takTak,dst,dokladnie,mocnoRosnie,3,K
